item_id,version,status,blueprint_version,major_category,subcategory,difficulty,tags_anatomy_region,tags_physics_concept,tags_positioning_theme,tags_clinical_concept,tags_imaging_system,stem,option_a,option_b,option_c,option_d,correct_option,explanation,author,last_updated,question_type,correct_options,image_path
S5-0286,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0287,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0288,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0289,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0290,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0291,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0292,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0293,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0294,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0295,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0296,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0297,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0298,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0299,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0300,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0301,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0302,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,geometry,CR/IR alignment,,general radiography,A radiograph demonstrates shape distortion due to angulation. Which term BEST describes this error?,Distortion from misalignment of CR/part/IR,Quantum mottle,Radiation fog,Saturation,A,Misalignment causes distortion (shape/elongation/foreshortening).,chatgpt,2026-03-01,single,A,
S5-0303,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,geometry,CR/IR alignment,,general radiography,A radiograph demonstrates shape distortion due to angulation. Which term BEST describes this error?,Distortion from misalignment of CR/part/IR,Quantum mottle,Radiation fog,Saturation,A,Misalignment causes distortion (shape/elongation/foreshortening).,chatgpt,2026-03-01,single,A,
S5-0304,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
S5-0305,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0306,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0307,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,ethics/legal,,documentation,digital radiography,A technologist masks off anatomy after the exposure to 'hide' a positioning error. This is BEST described as:,Inappropriate manipulation of electronic data,Acceptable standard practice,A method to reduce patient dose,A QC test of collimation,A,Post-exposure cropping/masking to misrepresent anatomy is inappropriate; it may violate policy and ethics.,chatgpt,2026-03-01,single,A,
S5-0308,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0309,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0310,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0311,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,spatial resolution,,,digital radiography,Which factor MOST directly affects spatial resolution in digital imaging?,Pixel size (sampling),kVp,Patient thickness,Grid ratio,A,Smaller pixels/higher sampling frequency generally improve spatial resolution.,chatgpt,2026-03-01,single,A,
S5-0312,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,image processing,,,digital radiography,Which post-processing tool changes grayscale mapping for the displayed image without changing raw exposure?,Look-up table (LUT) adjustment,Increasing mAs,Adding filtration,Increasing SID,A,LUT/VOI adjustments change display grayscale without changing exposure that created the raw data.,chatgpt,2026-03-01,single,A,
S5-0313,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,4,,quantum noise,,,digital radiography,A digital image shows excessive quantum noise. Which adjustment is MOST appropriate?,Increase mAs (or use appropriate AEC) while maintaining kVp as needed,Decrease mAs significantly,Decrease SID,Increase OID,A,Quantum noise is reduced by increasing receptor exposure (adequate mAs/AEC).,chatgpt,2026-03-01,single,A,
